"Id","LinkedEntityId","ContentDocumentId","IsDeleted","SystemModstamp","ShareType","Visibility"
"06A4P00000B5quyUAB","0054P00000ADnY9QAL","0694P000008a8gpQAA","0","2019-10-21 18:20:53","I","AllUsers"
"06A4P00000B5quzUAB","0064P00000im4AEQAY","0694P000008a8gpQAA","0","2019-10-21 18:20:53","V","AllUsers"
"06A4P00000B5qvSUAR","0054P00000ADnY9QAL","0694P000008a8hEQAQ","0","2019-10-21 18:21:17","I","AllUsers"
"06A4P00000B5qvTUAR","0064P00000im4AEQAY","0694P000008a8hEQAQ","0","2019-10-21 18:21:17","V","AllUsers"
"06A4P00000B5qvUUAR","0054P00000ADnY9QAL","0694P000008a8hFQAQ","0","2019-10-21 18:21:41","I","AllUsers"
"06A4P00000B5qvVUAR","0064P00000im4AEQAY","0694P000008a8hFQAQ","0","2019-10-21 18:21:41","V","AllUsers"
"06A4P00000B5r08UAB","0054P00000AgNLNQA3","0694P000008a8kNQAQ","0","2019-10-21 18:41:26","I","AllUsers"
"06A4P00000B5r09UAB","02s4P00000jh79VQAQ","0694P000008a8kNQAQ","0","2019-10-21 18:41:26","V","AllUsers"
"06A4P00000B5rGzUAJ","0054P00000AgNLNQA3","0694P000008a8vGQAQ","0","2019-10-21 19:39:38","I","AllUsers"
"06A4P00000B5rH0UAJ","02s4P00000jh7ZnQAI","0694P000008a8vGQAQ","0","2019-10-21 19:39:38","V","AllUsers"
"06A4P00000B5skiUAB","0054P00000AgNLNQA3","0694P000008a9uxQAA","0","2019-10-22 14:20:09","I","AllUsers"
"06A4P00000B5skjUAB","02s4P00000jhAEEQA2","0694P000008a9uxQAA","0","2019-10-22 14:20:09","V","AllUsers"
"06A4P00000B5vzBUAR","0054P00000ADndTQAT","0694P000008aCCeQAM","0","2019-10-23 17:12:55","I","AllUsers"
"06A4P00000B5vzGUAR","00U4P00001iiT90UAE","0694P000008aCCeQAM","0","2019-10-23 17:12:55","V","AllUsers"
"06A4P00000B5x8hUAB","0054P00000ADndTQAT","0694P000008aD21QAE","0","2019-10-23 21:28:04","I","AllUsers"
"06A4P00000B5x8iUAB","0014P00002CSjVNQA1","0694P000008aD21QAE","0","2019-10-23 21:28:04","V","AllUsers"
"06A4P00000B5x8wUAB","0054P00000ADndTQAT","0694P000008aD2BQAU","0","2019-10-23 21:29:00","I","AllUsers"
"06A4P00000B5x8xUAB","0014P00002CSjVNQA1","0694P000008aD2BQAU","0","2019-10-23 21:29:00","V","AllUsers"
"06A4P00000B64RTUAZ","0054P00000AgNLNQA3","0694P000008aIIOQA2","0","2019-10-28 17:01:33","I","AllUsers"
"06A4P00000B64RUUAZ","02s4P00000jhT2HQAU","0694P000008aIIOQA2","0","2019-10-28 17:01:33","V","AllUsers"
"06A4P00000B64cvUAB","0054P00000AgNLNQA3","0694P000008aIR1QAM","0","2019-10-28 17:35:17","I","AllUsers"
"06A4P00000B64cwUAB","02s4P00000jhTE8QAM","0694P000008aIR1QAM","0","2019-10-28 17:35:17","V","AllUsers"
"06A4P00000B64cxUAB","0054P00000AgNLNQA3","0694P000008aIR2QAM","0","2019-10-28 17:35:17","I","AllUsers"
"06A4P00000B64cyUAB","02s4P00000jhTE8QAM","0694P000008aIR2QAM","0","2019-10-28 17:35:17","V","AllUsers"
"06A4P00000B64czUAB","0054P00000AgNLNQA3","0694P000008aIR3QAM","0","2019-10-28 17:35:17","I","AllUsers"
"06A4P00000B64d0UAB","02s4P00000jhTE8QAM","0694P000008aIR3QAM","0","2019-10-28 17:35:17","V","AllUsers"
"06A4P00000B64d5UAB","0054P00000AgNLNQA3","0694P000008aIR6QAM","0","2019-10-28 17:35:43","I","AllUsers"
"06A4P00000B64d6UAB","02s4P00000jhTEIQA2","0694P000008aIR6QAM","0","2019-10-28 17:35:43","V","AllUsers"
"06A4P00000B64d7UAB","0054P00000AgNLNQA3","0694P000008aIR7QAM","0","2019-10-28 17:35:43","I","AllUsers"
"06A4P00000B64d8UAB","02s4P00000jhTEIQA2","0694P000008aIR7QAM","0","2019-10-28 17:35:43","V","AllUsers"
"06A4P00000B64deUAB","0054P00000AgNLNQA3","0694P000008aIRQQA2","0","2019-10-28 17:37:55","I","AllUsers"
"06A4P00000B64dfUAB","02s4P00000jhTEwQAM","0694P000008aIRQQA2","0","2019-10-28 17:37:55","V","AllUsers"
"06A4P00000B64dgUAB","0054P00000AgNLNQA3","0694P000008aIRRQA2","0","2019-10-28 17:37:55","I","AllUsers"
"06A4P00000B64dhUAB","02s4P00000jhTEwQAM","0694P000008aIRRQA2","0","2019-10-28 17:37:55","V","AllUsers"
"06A4P00000B64diUAB","0054P00000AgNLNQA3","0694P000008aIRSQA2","0","2019-10-28 17:37:55","I","AllUsers"
"06A4P00000B64djUAB","02s4P00000jhTEwQAM","0694P000008aIRSQA2","0","2019-10-28 17:37:55","V","AllUsers"
"06A4P00000B65BYUAZ","0054P00000AgNLNQA3","0694P000008aIoUQAU","0","2019-10-28 19:06:44","I","AllUsers"
"06A4P00000B65BZUAZ","02s4P00000jhTpEQAU","0694P000008aIoUQAU","0","2019-10-28 19:06:44","V","AllUsers"
"06A4P00000B65lGUAR","0584P000000kkPwQAI","0694P000008aIv6QAE","0","2019-10-28 21:01:34","I","AllUsers"
"06A4P00000B65lLUAR","0584P000000kkPXQAY","0694P000008aJA1QAM","0","2019-10-28 21:01:53","I","AllUsers"
"06A4P00000B65nNUAR","0584P000000kkI2QAI","0694P000008aJEhQAM","0","2019-10-28 21:08:35","I","AllUsers"
"06A4P00000B65q1UAB","0584P000000kkQ6QAI","0694P000008aJGYQA2","0","2019-10-28 21:15:01","I","AllUsers"
"06A4P00000B66E9UAJ","0054P00000ADnY9QAL","0694P000008aJWqQAM","0","2019-10-28 23:39:12","I","AllUsers"
"06A4P00000B66EAUAZ","0064P00000meAc9QAE","0694P000008aJWqQAM","0","2019-10-28 23:39:12","V","AllUsers"
"06A4P00000CiqNRUAZ","0054P00000ADnXzQAL","0694P000008aLNMQA2","0","2019-10-29 21:40:55","I","AllUsers"
"06A4P00000CiqNSUAZ","0064P00000m2yxoQAA","0694P000008aLNMQA2","0","2019-10-29 21:40:55","V","AllUsers"
"06A4P00000Ciu8qUAB","0054P00000ADnbrQAD","0694P000008aO1dQAE","0","2019-10-31 14:09:51","I","AllUsers"
"06A4P00000Ciu8rUAB","0014P00002Bkow1QAB","0694P000008aO1dQAE","0","2019-10-31 14:09:51","V","AllUsers"
"06A4P00000Ciu90UAB","0054P00000ADnbrQAD","0694P000008aO1iQAE","0","2019-10-31 14:10:12","I","AllUsers"
"06A4P00000Ciu91UAB","0014P00002Bkow1QAB","0694P000008aO1iQAE","0","2019-10-31 14:10:12","V","AllUsers"
"06A4P00000Cj1OAUAZ","0054P00000ADndYQAT","0694P000008aT5aQAE","0","2019-11-04 22:00:47","I","AllUsers"
"06A4P00000Cj1OBUAZ","0064P00000mYUigQAG","0694P000008aT5aQAE","0","2019-11-04 22:00:47","V","AllUsers"
"06A4P00000Cj2VlUAJ","0584P000000kkQ6QAI","0694P000008aTt6QAE","0","2019-11-05 16:21:20","I","AllUsers"
"06A4P00000Cj2VqUAJ","0584P000000kkQ6QAI","0694P000008aTtBQAU","0","2019-11-05 16:21:22","I","AllUsers"
"06A4P00000Cj2VrUAJ","0584P000000kkQ6QAI","0694P000008aTtCQAU","0","2019-11-05 16:21:22","I","AllUsers"
"06A4P00000Cj2VvUAJ","0584P000000kkQ6QAI","0694P000008aTtGQAU","0","2019-11-05 16:21:23","I","AllUsers"
"06A4P00000Cj2WtUAJ","0584P000000kkQ6QAI","0694P000008aTtuQAE","0","2019-11-05 16:23:03","I","AllUsers"
"06A4P00000Cj2XNUAZ","0584P000000kkQ6QAI","0694P000008aTu9QAE","0","2019-11-05 16:23:21","I","AllUsers"
"06A4P00000Cj2XSUAZ","0584P000000kkQ6QAI","0694P000008aTuEQAU","0","2019-11-05 16:23:33","I","AllUsers"
"06A4P00000Cj2XcUAJ","0584P000000kkQ6QAI","0694P000008aTuJQAU","0","2019-11-05 16:23:34","I","AllUsers"
"06A4P00000Cj2XhUAJ","0584P000000kkQ6QAI","0694P000008aTuOQAU","0","2019-11-05 16:23:35","I","AllUsers"
"06A4P00000Cj2YVUAZ","0584P000000kkPXQAY","0694P000008aTv7QAE","0","2019-11-05 16:28:20","I","AllUsers"
"06A4P00000Cj4ODUAZ","0054P00000ADnY9QAL","0694P000008aVCOQA2","0","2019-11-05 22:26:25","I","AllUsers"
"06A4P00000Cj4OEUAZ","0064P00000mYk8JQAS","0694P000008aVCOQA2","0","2019-11-05 22:26:25","V","AllUsers"
"06A4P00000Cj7VXUAZ","0584P000000dBYzQAM","0694P000008aXVhQAM","0","2019-11-06 21:22:10","I","AllUsers"
"06A4P00000Cj7nDUAR","0054P00000AgNLNQA3","0694P000008aXhYQAU","0","2019-11-06 21:59:21","I","AllUsers"
"06A4P00000Cj7nEUAR","02s4P00000ji8NzQAI","0694P000008aXhYQAU","0","2019-11-06 21:59:21","V","AllUsers"
"06A4P00000Cj7nFUAR","0054P00000AgNLNQA3","0694P000008aXhZQAU","0","2019-11-06 21:59:21","I","AllUsers"
"06A4P00000Cj7nGUAR","02s4P00000ji8NzQAI","0694P000008aXhZQAU","0","2019-11-06 21:59:21","V","AllUsers"
"06A4P00000CjCkWUAV","0054P00000ADnY9QAL","0694P000008ab5nQAA","0","2019-11-08 15:51:59","I","AllUsers"
"06A4P00000CjCkXUAV","0064P00000ilriHQAQ","0694P000008ab5nQAA","0","2019-11-08 15:51:59","V","AllUsers"
"06A4P00000CjITjUAN","0054P00000AgNLNQA3","0694P000008agCFQAY","0","2019-11-08 19:58:36","I","AllUsers"
"06A4P00000CjITkUAN","02s4P00000jiPwhQAE","0694P000008agCFQAY","0","2019-11-08 19:58:36","V","AllUsers"
"06A4P00000CjITlUAN","0054P00000AgNLNQA3","0694P000008agCGQAY","0","2019-11-08 19:58:36","I","AllUsers"
"06A4P00000CjITmUAN","02s4P00000jiPwhQAE","0694P000008agCGQAY","0","2019-11-08 19:58:36","V","AllUsers"
"06A4P00000CjQA9UAN","0054P00000AgNLNQA3","0694P000008amVNQAY","0","2019-11-11 20:01:09","I","AllUsers"
"06A4P00000CjQAAUA3","02s4P00000jip4lQAA","0694P000008amVNQAY","0","2019-11-11 20:01:09","V","AllUsers"
"06A4P00000CjQABUA3","0054P00000AgNLNQA3","0694P000008amVOQAY","0","2019-11-11 20:01:10","I","AllUsers"
"06A4P00000CjQACUA3","02s4P00000jip4lQAA","0694P000008amVOQAY","0","2019-11-11 20:01:10","V","AllUsers"
"06A4P00000CjQeGUAV","0054P00000AgNLNQA3","0694P000008amsCQAQ","0","2019-11-11 21:25:06","I","AllUsers"
"06A4P00000CjQeHUAV","02s4P00000jiqnNQAQ","0694P000008amsCQAQ","0","2019-11-11 21:25:06","V","AllUsers"
"06A4P00000CjR6TUAV","0054P00000AgNLhQAN","0694P000008anBTQAY","0","2019-11-11 22:34:47","I","AllUsers"
"06A4P00000CjR6VUAV","0054P00000AgNLhQAN","0694P000008anBUQAY","0","2019-11-11 22:34:47","I","AllUsers"
"06A4P00000CjTTXUA3","0054P00000AgNLNQA3","0694P000008aok0QAA","0","2019-11-12 16:52:41","I","AllUsers"
"06A4P00000CjTTYUA3","02s4P00000jj2C4QAI","0694P000008aok0QAA","0","2019-11-12 16:52:41","V","AllUsers"
"06A4P00000CjTTZUA3","0054P00000AgNLNQA3","0694P000008aok1QAA","0","2019-11-12 16:52:41","I","AllUsers"
"06A4P00000CjTTaUAN","02s4P00000jj2C4QAI","0694P000008aok1QAA","0","2019-11-12 16:52:41","V","AllUsers"
"06A4P00000CjTTbUAN","0054P00000AgNLNQA3","0694P000008aok2QAA","0","2019-11-12 16:52:42","I","AllUsers"
"06A4P00000CjTTcUAN","02s4P00000jj2C4QAI","0694P000008aok2QAA","0","2019-11-12 16:52:41","V","AllUsers"
"06A4P00000CjTTdUAN","0054P00000AgNLNQA3","0694P000008aok3QAA","0","2019-11-12 16:52:42","I","AllUsers"
"06A4P00000CjTTeUAN","02s4P00000jj2C4QAI","0694P000008aok3QAA","0","2019-11-12 16:52:42","V","AllUsers"
"06A4P00000CjcVqUAJ","0054P00000ADnbrQAD","0694P000009wqFAQAY","0","2019-11-14 16:20:03","I","AllUsers"
"06A4P00000CjcVrUAJ","0064P00000ilriMQAQ","0694P000009wqFAQAY","0","2019-11-14 16:20:03","V","AllUsers"
"06A4P00000CjewRUAR","0584P000000kkPXQAY","0694P000009wrv3QAA","0","2019-11-14 23:16:05","I","AllUsers"
"06A4P00000CjewSUAR","0584P000000kkPXQAY","0694P000009wrvgQAA","0","2019-11-14 23:16:11","I","AllUsers"
"06A4P00000CjewWUAR","0584P000000kkPXQAY","0694P000009wrvHQAQ","0","2019-11-14 23:16:32","I","AllUsers"
"06A4P00000CjewXUAR","0584P000000kkPXQAY","0694P000009wrv2QAA","0","2019-11-14 23:16:32","I","AllUsers"
"06A4P00000CjkFJUAZ","0054P00000AgNLNQA3","0694P000009wvpDQAQ","0","2019-11-18 14:41:52","I","AllUsers"
"06A4P00000CjkFKUAZ","02s4P00000jkA6LQAU","0694P000009wvpDQAQ","0","2019-11-18 14:41:52","V","AllUsers"
"06A4P00000CjkFLUAZ","0054P00000AgNLNQA3","0694P000009wvpEQAQ","0","2019-11-18 14:41:52","I","AllUsers"
"06A4P00000CjkFMUAZ","02s4P00000jkA6LQAU","0694P000009wvpEQAQ","0","2019-11-18 14:41:52","V","AllUsers"
"06A4P00000Cjnd0UAB","0054P00000ADnXzQAL","0694P000009wy7nQAA","0","2019-11-18 21:49:32","I","AllUsers"
"06A4P00000Cjnd1UAB","0064P00000m2yxoQAA","0694P000009wy7nQAA","0","2019-11-18 21:49:32","V","AllUsers"
"06A4P00000CjqeaUAB","0054P00000AgNLNQA3","0694P000009x0GwQAI","0","2019-11-19 17:46:08","I","AllUsers"
"06A4P00000CjqebUAB","02s4P00000jkVmrQAE","0694P000009x0GwQAI","0","2019-11-19 17:46:08","V","AllUsers"
"06A4P00000CjrqKUAR","0054P00000ADnXzQAL","0694P000009x15LQAQ","0","2019-11-19 20:35:26","I","AllUsers"
"06A4P00000CjrqLUAR","0014P00002Pn1ZOQAZ","0694P000009x15LQAQ","0","2019-11-19 20:35:26","V","AllUsers"
"06A4P00000CjteuUAB","0054P00000ADnbrQAD","0694P000009x2M3QAI","0","2019-11-20 13:19:42","I","AllUsers"
"06A4P00000CjtevUAB","0064P00000mYlVrQAK","0694P000009x2M3QAI","0","2019-11-20 13:19:42","V","AllUsers"
"06A4P00000CjzLsUAJ","0584P000000klPsQAI","0694P000009x6KuQAI","0","2019-11-21 16:27:16","I","AllUsers"
"06A4P00000CjzV0UAJ","0054P00000ADnXzQAL","0694P000009x6RgQAI","0","2019-11-21 16:55:11","I","AllUsers"
"06A4P00000CjzV1UAJ","0014P00002CSlAXQA1","0694P000009x6RgQAI","0","2019-11-21 16:55:11","V","AllUsers"
"06A4P00000CjzV2UAJ","0054P00000ADnXzQAL","0694P000009x6RhQAI","0","2019-11-21 16:55:14","I","AllUsers"
"06A4P00000CjzV3UAJ","0014P00002CSlAXQA1","0694P000009x6RhQAI","0","2019-11-21 16:55:14","V","AllUsers"
"06A4P00000CjzV5UAJ","0054P00000ADnXzQAL","0694P000009x6RlQAI","0","2019-11-21 16:55:12","I","AllUsers"
"06A4P00000CjzV6UAJ","0014P00002CSlAXQA1","0694P000009x6RlQAI","0","2019-11-21 16:55:12","V","AllUsers"
"06A4P00000CjzV7UAJ","0054P00000ADnXzQAL","0694P000009x6RmQAI","0","2019-11-21 16:55:13","I","AllUsers"
"06A4P00000CjzV8UAJ","0014P00002CSlAXQA1","0694P000009x6RmQAI","0","2019-11-21 16:55:13","V","AllUsers"
"06A4P00000CjzV9UAJ","0054P00000ADnXzQAL","0694P000009x6RnQAI","0","2019-11-21 16:55:13","I","AllUsers"
"06A4P00000CjzVAUAZ","0014P00002CSlAXQA1","0694P000009x6RnQAI","0","2019-11-21 16:55:13","V","AllUsers"
"06A4P00000CjzVFUAZ","0054P00000ADnXzQAL","0694P000009x6RqQAI","0","2019-11-21 16:55:15","I","AllUsers"
"06A4P00000CjzVGUAZ","0014P00002CSlAXQA1","0694P000009x6RqQAI","0","2019-11-21 16:55:15","V","AllUsers"
"06A4P00000CjzVyUAJ","0054P00000ADnXzQAL","0694P000009x6SKQAY","0","2019-11-21 16:56:06","I","AllUsers"
"06A4P00000CjzW3UAJ","0014P00002CSlAXQA1","0694P000009x6SKQAY","0","2019-11-21 16:56:06","V","AllUsers"
"06A4P00000CjzqSUAR","0054P00000AgNLNQA3","0694P000009x6hAQAQ","0","2019-11-21 17:34:29","I","AllUsers"
"06A4P00000CjzqTUAR","02s4P00000l7JjWQAU","0694P000009x6hAQAQ","0","2019-11-21 17:34:29","V","AllUsers"
"06A4P00000CjzqUUAR","0054P00000AgNLNQA3","0694P000009x6hBQAQ","0","2019-11-21 17:34:29","I","AllUsers"
"06A4P00000CjzqVUAR","02s4P00000l7JjWQAU","0694P000009x6hBQAQ","0","2019-11-21 17:34:29","V","AllUsers"
"06A4P00000Ck1RDUAZ","0054P00000AgNKAQA3","0694P000009x7pUQAQ","0","2019-11-21 21:41:07","I","AllUsers"
"06A4P00000Ck1REUAZ","0014P00002CSjVNQA1","0694P000009x7pUQAQ","0","2019-11-21 21:41:07","V","AllUsers"
"06A4P00000Ck1RIUAZ","0054P00000AgNKAQA3","0694P000009x7pZQAQ","0","2019-11-21 21:41:08","I","AllUsers"
"06A4P00000Ck1RJUAZ","0014P00002CSjVNQA1","0694P000009x7pZQAQ","0","2019-11-21 21:41:08","V","AllUsers"
"06A4P00000Ck1RKUAZ","0054P00000AgNKAQA3","0694P000009x7paQAA","0","2019-11-21 21:41:09","I","AllUsers"
"06A4P00000Ck1RLUAZ","0014P00002CSjVNQA1","0694P000009x7paQAA","0","2019-11-21 21:41:09","V","AllUsers"
"06A4P00000CkB1rUAF","0054P00000ADnY9QAL","0694P000009xESwQAM","0","2019-11-22 15:34:26","I","AllUsers"
"06A4P00000CkB1sUAF","0064P00000mdqxsQAA","0694P000009xESwQAM","0","2019-11-22 15:34:26","V","AllUsers"
"06A4P00000CkB1wUAF","0054P00000ADnY9QAL","0694P000009xET1QAM","0","2019-11-22 15:34:34","I","AllUsers"
"06A4P00000CkB1xUAF","0064P00000mdqxsQAA","0694P000009xET1QAM","0","2019-11-22 15:34:34","V","AllUsers"
"06A4P00000CkC0VUAV","0054P00000AgNLNQA3","0694P000009xFC1QAM","0","2019-11-22 17:46:36","I","AllUsers"
"06A4P00000CkC0WUAV","02s4P00000l7mgbQAA","0694P000009xFC1QAM","0","2019-11-22 17:46:36","V","AllUsers"
"06A4P00000CkHagUAF","0054P00000AgNLNQA3","0694P000009xJH5QAM","0","2019-11-25 18:44:17","I","AllUsers"
"06A4P00000CkHahUAF","02s4P00000l8J2eQAE","0694P000009xJH5QAM","0","2019-11-25 18:44:17","V","AllUsers"
"06A4P00000CkyFXUAZ","0054P00000AgNLNQA3","0694P000009xfY3QAI","0","2019-11-26 18:56:57","I","AllUsers"
"06A4P00000CkyGFUAZ","02s4P00000l8as3QAA","0694P000009xfY3QAI","0","2019-11-26 18:57:57","V","AllUsers"
"06A4P00000CkyIVUAZ","0054P00000AgNLNQA3","0694P000009xfa9QAA","0","2019-11-26 19:00:55","I","AllUsers"
"06A4P00000CkyIWUAZ","02s4P00000l8awyQAA","0694P000009xfa9QAA","0","2019-11-26 19:00:55","V","AllUsers"
"06A4P00000Cl0zUUAR","0054P00000AgNLNQA3","0694P000009xhT5QAI","0","2019-11-27 14:25:15","I","AllUsers"
"06A4P00000Cl0zVUAR","02s4P00000l8mwUQAQ","0694P000009xhT5QAI","0","2019-11-27 14:25:15","V","AllUsers"
"06A4P00000Cl0zWUAR","0054P00000AgNLNQA3","0694P000009xhT6QAI","0","2019-11-27 14:25:16","I","AllUsers"
"06A4P00000Cl0zXUAR","02s4P00000l8mwUQAQ","0694P000009xhT6QAI","0","2019-11-27 14:25:16","V","AllUsers"
"06A4P00000Cl14WUAR","0054P00000ADnatQAD","0694P000009xhWTQAY","0","2019-11-27 14:46:14","I","AllUsers"
"06A4P00000Cl14XUAR","02s4P00000l8nNaQAI","0694P000009xhWTQAY","0","2019-11-27 14:46:14","V","AllUsers"
"06A4P00000Cl14YUAR","0054P00000ADnatQAD","0694P000009xhWUQAY","0","2019-11-27 14:47:34","I","AllUsers"
"06A4P00000Cl14ZUAR","02s4P00000l8nNbQAI","0694P000009xhWUQAY","0","2019-11-27 14:47:34","V","AllUsers"
"06A4P00000Cl14bUAB","0054P00000ADnatQAD","0694P000009xhWYQAY","0","2019-11-27 14:46:52","I","AllUsers"
"06A4P00000Cl14cUAB","02s4P00000l8nO9QAI","0694P000009xhWYQAY","0","2019-11-27 14:46:52","V","AllUsers"
"06A4P00000Cl15eUAB","0054P00000ADnatQAD","0694P000009xhXCQAY","0","2019-11-27 14:50:01","I","AllUsers"
"06A4P00000Cl15fUAB","02s4P00000l8nRmQAI","0694P000009xhXCQAY","0","2019-11-27 14:50:01","V","AllUsers"
"06A4P00000ClCZIUA3","0054P00000AgNLNQA3","0694P000009xpfxQAA","0","2019-12-02 20:56:24","I","AllUsers"
"06A4P00000ClCZJUA3","02s4P00000lAGnoQAG","0694P000009xpfxQAA","0","2019-12-02 20:56:24","V","AllUsers"
"06A4P00000ClEowUAF","0054P00000ADndYQAT","0694P000009xrGpQAI","0","2019-12-03 14:47:20","I","AllUsers"
"06A4P00000ClEoxUAF","02s4P00000lAUm4QAG","0694P000009xrGpQAI","0","2019-12-03 14:47:20","V","AllUsers"
"06A4P00000ClEoyUAF","0054P00000ADndYQAT","0694P000009xrGqQAI","0","2019-12-03 14:47:20","I","AllUsers"
"06A4P00000ClEozUAF","02s4P00000lAUm4QAG","0694P000009xrGqQAI","0","2019-12-03 14:47:20","V","AllUsers"
"06A4P00000ClEp0UAF","0054P00000ADndYQAT","0694P000009xrGrQAI","0","2019-12-03 14:47:20","I","AllUsers"
"06A4P00000ClEp1UAF","02s4P00000lAUm4QAG","0694P000009xrGrQAI","0","2019-12-03 14:47:20","V","AllUsers"
"06A4P00000ClEp2UAF","0054P00000ADndYQAT","0694P000009xrGsQAI","0","2019-12-03 14:47:20","I","AllUsers"
"06A4P00000ClEp3UAF","02s4P00000lAUm4QAG","0694P000009xrGsQAI","0","2019-12-03 14:47:20","V","AllUsers"
"06A4P00000ClEp4UAF","0054P00000ADndYQAT","0694P000009xrGtQAI","0","2019-12-03 14:47:20","I","AllUsers"
"06A4P00000ClEp5UAF","02s4P00000lAUm4QAG","0694P000009xrGtQAI","0","2019-12-03 14:47:20","V","AllUsers"
"06A4P00000ClFnuUAF","0054P00000AgNLNQA3","0694P000009xs0JQAQ","0","2019-12-03 17:00:14","I","AllUsers"
"06A4P00000ClFnvUAF","02s4P00000lAavSQAS","0694P000009xs0JQAQ","0","2019-12-03 17:00:14","V","AllUsers"
"06A4P00000ClFnwUAF","0054P00000AgNLNQA3","0694P000009xs0KQAQ","0","2019-12-03 17:00:15","I","AllUsers"
"06A4P00000ClFnxUAF","02s4P00000lAavSQAS","0694P000009xs0KQAQ","0","2019-12-03 17:00:14","V","AllUsers"
"06A4P00000ClGrMUAV","0054P00000AgNLNQA3","0694P000009xshSQAQ","0","2019-12-03 18:54:19","I","AllUsers"
"06A4P00000ClGrNUAV","02s4P00000lZsmRQAS","0694P000009xshSQAQ","0","2019-12-03 18:54:19","V","AllUsers"
"06A4P00000ClGrOUAV","0054P00000AgNLNQA3","0694P000009xshTQAQ","0","2019-12-03 18:54:19","I","AllUsers"
"06A4P00000ClGrPUAV","02s4P00000lZsmRQAS","0694P000009xshTQAQ","0","2019-12-03 18:54:19","V","AllUsers"
"06A4P00000ClIHIUA3","0054P00000AgNLNQA3","0694P000009xtjkQAA","0","2019-12-03 21:16:17","I","AllUsers"
"06A4P00000ClIHKUA3","0054P00000AgNLNQA3","0694P000009xtjlQAA","0","2019-12-03 21:16:17","I","AllUsers"
"06A4P00000ClIHNUA3","02s4P00000lZxTFQA0","0694P000009xtjkQAA","0","2019-12-03 21:16:29","V","AllUsers"
"06A4P00000ClIHOUA3","02s4P00000lZxTFQA0","0694P000009xtjlQAA","0","2019-12-03 21:16:29","V","AllUsers"
"06A4P00000ClKW4UAN","0054P00000AgNLNQA3","0694P000009xvJ5QAI","0","2019-12-04 14:59:16","I","AllUsers"
"06A4P00000ClKW5UAN","02s4P00000laY6wQAE","0694P000009xvJ5QAI","0","2019-12-04 14:59:16","V","AllUsers"
"06A4P00000ClQiWUAV","0054P00000AgNLNQA3","0694P000009xzh1QAA","0","2019-12-05 15:45:05","I","AllUsers"
"06A4P00000ClQiXUAV","02s4P00000lbBnaQAE","0694P000009xzh1QAA","0","2019-12-05 15:45:05","V","AllUsers"
"06A4P00000ClRYuUAN","0054P00000AgNKAQA3","0694P000009y0HiQAI","0","2019-12-05 17:06:29","I","AllUsers"
"06A4P00000ClRYvUAN","0014P00002Bkos3QAB","0694P000009y0HiQAI","0","2019-12-05 17:06:29","V","AllUsers"
"06A4P00000ClRZJUA3","0054P00000AgNKAQA3","0694P000009y0I2QAI","0","2019-12-05 17:06:55","I","AllUsers"
"06A4P00000ClRZKUA3","0014P00002Bkos3QAB","0694P000009y0I2QAI","0","2019-12-05 17:06:54","V","AllUsers"
"06A4P00000ClRZLUA3","0054P00000AgNKAQA3","0694P000009y0I3QAI","0","2019-12-05 17:09:22","I","AllUsers"
"06A4P00000ClRZMUA3","0014P00002CSmDbQAL","0694P000009y0I3QAI","0","2019-12-05 17:09:22","V","AllUsers"
"06A4P00000ClRZYUA3","0054P00000AgNKAQA3","0694P000009y0IHQAY","0","2019-12-05 17:07:01","I","AllUsers"
"06A4P00000ClRZZUA3","0014P00002Bkos3QAB","0694P000009y0IHQAY","0","2019-12-05 17:07:01","V","AllUsers"
"06A4P00000ClRaMUAV","0054P00000AgNKAQA3","0694P000009y0IvQAI","0","2019-12-05 17:09:09","I","AllUsers"
"06A4P00000ClRaNUAV","0014P00002CSmDbQAL","0694P000009y0IvQAI","0","2019-12-05 17:09:09","V","AllUsers"
"06A4P00000ClRaRUAV","0054P00000AgNKAQA3","0694P000009y0J0QAI","0","2019-12-05 17:09:15","I","AllUsers"
"06A4P00000ClRaSUAV","0014P00002CSmDbQAL","0694P000009y0J0QAI","0","2019-12-05 17:09:15","V","AllUsers"
"06A4P00000ClRaTUAV","0054P00000AgNKAQA3","0694P000009y0J1QAI","0","2019-12-05 17:09:27","I","AllUsers"
"06A4P00000ClRaUUAV","0014P00002CSmDbQAL","0694P000009y0J1QAI","0","2019-12-05 17:09:27","V","AllUsers"
"06A4P00000ClRaVUAV","0054P00000AgNKAQA3","0694P000009y0J2QAI","0","2019-12-05 17:10:07","I","AllUsers"
"06A4P00000ClRbAUAV","0014P00002CSmDbQAL","0694P000009y0J2QAI","0","2019-12-05 17:10:07","V","AllUsers"
"06A4P00000ClRbUUAV","0054P00000AgNKAQA3","0694P000009y0JtQAI","0","2019-12-05 17:10:21","I","AllUsers"
"06A4P00000ClRbVUAV","0014P00002CSmDbQAL","0694P000009y0JtQAI","0","2019-12-05 17:10:21","V","AllUsers"
"06A4P00000ClSBpUAN","0054P00000ADndYQAT","0694P000009y0iFQAQ","0","2019-12-05 17:59:28","I","AllUsers"
"06A4P00000ClSBqUAN","02s4P00000lbFV6QAM","0694P000009y0iFQAQ","0","2019-12-05 17:59:28","V","AllUsers"
"06A4P00000ClSBrUAN","0054P00000ADndYQAT","0694P000009y0iGQAQ","0","2019-12-05 17:59:29","I","AllUsers"
